Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
FAM9C		Xp22.2	HOMDEL	1	509	0.2%	No
ABHD3		18q11.2	AMP	1	509	0.2%	No
B3GNT6		11q13.5	HOMDEL	1	509	0.2%	No
B3GNT6		11q13.5	AMP	1	509	0.2%	No
KRT24		17q21.2	AMP	1	509	0.2%	No
LINC00189		21q21.3	HOMDEL	1	509	0.2%	No
SDR16C5		8q12.1	HOMDEL	1	509	0.2%	No
MPZL3		11q23.3	HOMDEL	1	509	0.2%	No
IMMP1L		11p13	AMP	1	509	0.2%	No
EEF1DP3		13q13.1	HOMDEL	1	509	0.2%	No
FAM24B		10q26.13	HOMDEL	1	509	0.2%	No
GRAMD2A		15q23	AMP	1	509	0.2%	No
UBR1		15q15.2	HOMDEL	1	509	0.2%	No
PATL2		15q21.1	HOMDEL	1	509	0.2%	No
LINC00311		16q24.1	AMP	1	509	0.2%	No
WDR90		16p13.3	AMP	1	509	0.2%	Yes
EME2		16p13.3	AMP	1	509	0.2%	No
LKAAEAR1		20q13.33	HOMDEL	1	509	0.2%	No
DZIP1L		3q22.3	HOMDEL	1	509	0.2%	No
MCEMP1		19p13.2	HOMDEL	1	509	0.2%	No
ZNF627		19p13.2	AMP	1	509	0.2%	No
NLRP7		19q13.42	HOMDEL	1	509	0.2%	No
ADM5		19q13.33	HOMDEL	1	509	0.2%	No
LCE4A		1q21.3	AMP	1	509	0.2%	No
FAM76A		1p35.3	HOMDEL	1	509	0.2%	No
TMEM201		1p36.22	HOMDEL	1	509	0.2%	No
FAAP20		1p36.33	HOMDEL	1	509	0.2%	No
CDCP2		1p32.3	AMP	1	509	0.2%	No
CC2D1B		1p32.3	AMP	1	509	0.2%	No
NBPF11		1q21.2	AMP	1	509	0.2%	No
NUDT17		1q21.1	AMP	1	509	0.2%	No
PLD5		1q43	AMP	1	509	0.2%	No
C1ORF100		1q44	AMP	1	509	0.2%	No
KRTCAP2		1q22	AMP	1	509	0.2%	No
CRTC2		1q21.3	AMP	1	509	0.2%	No
TMEM51-AS1		1p36.21	HOMDEL	1	509	0.2%	No
IBA57		1q42.13	AMP	1	509	0.2%	No
APLF		2p13.3	HOMDEL	1	509	0.2%	No
PIKFYVE		2q34	HOMDEL	1	509	0.2%	No
FAM237A		2q33.3	HOMDEL	1	509	0.2%	No
SPRED2		2p14	HOMDEL	1	509	0.2%	No
TIGD1		2q37.1	HOMDEL	1	509	0.2%	No
ALG1L		3q21.2	AMP	1	509	0.2%	No
ARL13B		3q11.1-q11.2	HOMDEL	1	509	0.2%	No
ARL13B		3q11.1-q11.2	AMP	1	509	0.2%	No
DHFR2		3q11.2	AMP	1	509	0.2%	No
CEP112		17q24.1	AMP	1	509	0.2%	No
ARHGAP27		17q21.31	AMP	1	509	0.2%	No
ZNF385C		17q21.2	AMP	1	509	0.2%	No
SAMD14		17q21.33	AMP	1	509	0.2%	No
LYRM9		17q11.2	AMP	1	509	0.2%	No
CENPX		17q25.3	AMP	1	509	0.2%	No
LRRC45		17q25.3	AMP	1	509	0.2%	No
SLC39A11		17q24.3-q25.1	AMP	1	509	0.2%	No
AMZ2P1		17q24.1	AMP	1	509	0.2%	No
TRIM65		17q25.1	AMP	1	509	0.2%	No
UNC13D		17q25.1	AMP	1	509	0.2%	No
RDM1		17q12	AMP	1	509	0.2%	No
FBXO15		18q22.3	HOMDEL	1	509	0.2%	No
FBXO15		18q22.3	AMP	1	509	0.2%	No
DLGAP1-AS3		18p11.31	HOMDEL	1	509	0.2%	No
ZBTB7C		18q21.1	AMP	1	509	0.2%	No
ZNF584		19q13.43	HOMDEL	1	509	0.2%	No
ZNF584		19q13.43	AMP	1	509	0.2%	No
ZSCAN4		19q13.43	HOMDEL	1	509	0.2%	No
ZSCAN4		19q13.43	AMP	1	509	0.2%	No
HACD2		3q21.1	AMP	1	509	0.2%	No
TIGIT		3q13.31	AMP	1	509	0.2%	No
C4ORF46		4q32.1	AMP	1	509	0.2%	No
TIGD4		4q31.3	AMP	1	509	0.2%	No
TMEM154		4q31.3	AMP	1	509	0.2%	No
TAPT1		4p15.32	AMP	1	509	0.2%	No
TAPT1-AS1		4p15.32	AMP	1	509	0.2%	No
GAPT		5q11.2	AMP	1	509	0.2%	No
CMYA5		5q14.1	AMP	1	509	0.2%	No
OSTCP1		6q25.3	HOMDEL	1	509	0.2%	No
KHDRBS2		6q11.1	AMP	1	509	0.2%	No
HTRA4		8p11.22	AMP	1	509	0.2%	No
ADAM32		8p11.22	AMP	1	509	0.2%	No
CCDC171		9p22.3	HOMDEL	1	509	0.2%	No
SUSD3		9q22.31	AMP	1	509	0.2%	No
CT83		Xq23	HOMDEL	1	509	0.2%	No
SLC25A43		Xq24	HOMDEL	1	509	0.2%	No
PAGE2		Xp11.21	AMP	1	509	0.2%	No
ANO5		11p14.3	AMP	1	509	0.2%	No
RPSAP52		12q14.3	AMP	1	509	0.2%	No
NLRP11		19q13.42-q13.43	HOMDEL	1	509	0.2%	No
C2ORF69		2q33.1	HOMDEL	1	509	0.2%	No
USF3		3q13.2	AMP	1	509	0.2%	No
TRIML2		4q35.2	HOMDEL	1	509	0.2%	No
AMER2		13q12.13	HOMDEL	1	509	0.2%	No
AMER2		13q12.13	AMP	1	509	0.2%	No
ATAD3C		1p36.33	HOMDEL	1	509	0.2%	No
USP12		13q12.13	HOMDEL	1	509	0.2%	No
MTIF3		13q12.2	HOMDEL	1	509	0.2%	No
GSX1		13q12.2	HOMDEL	1	509	0.2%	No
FOLH1B		11q14.3	AMP	1	509	0.2%	No
PROSER2-AS1		10p14	AMP	1	509	0.2%	No
C11ORF45		11q24.3	AMP	1	509	0.2%	No
HYLS1		11q24.2	HOMDEL	1	509	0.2%	No
HYLS1		11q24.2	AMP	1	509	0.2%	No
TMEM218		11q24.2	HOMDEL	1	509	0.2%	No
TMEM218		11q24.2	AMP	1	509	0.2%	No
SLC37A2		11q24.2	HOMDEL	1	509	0.2%	No
SLC37A2		11q24.2	AMP	1	509	0.2%	No
OR8B12		11q24.2	HOMDEL	1	509	0.2%	No
OR8B12		11q24.2	AMP	1	509	0.2%	No
OR8G5		11q24.2	HOMDEL	1	509	0.2%	No
OR8G5		11q24.2	AMP	1	509	0.2%	No
OR10G8		11q24.2	HOMDEL	1	509	0.2%	No
OR10G8		11q24.2	AMP	1	509	0.2%	No
OR10G9		11q24.2	HOMDEL	1	509	0.2%	No
OR10G9		11q24.2	AMP	1	509	0.2%	No
OR10S1		11q24.1	HOMDEL	1	509	0.2%	No
OR10S1		11q24.1	AMP	1	509	0.2%	No
OR6T1		11q24.1	HOMDEL	1	509	0.2%	No
OR6T1		11q24.1	AMP	1	509	0.2%	No
OR4D5		11q24.1	HOMDEL	1	509	0.2%	No
OR4D5		11q24.1	AMP	1	509	0.2%	No
TBCEL		11q23.3	HOMDEL	1	509	0.2%	No
TBCEL		11q23.3	AMP	1	509	0.2%	No
TLCD5		11q23.3	HOMDEL	1	509	0.2%	No
TLCD5		11q23.3	AMP	1	509	0.2%	No
SPATA19		11q25	HOMDEL	1	509	0.2%	No
OR5A2		11q12.1	AMP	1	509	0.2%	No
OR5A1		11q12.1	AMP	1	509	0.2%	No
OR4D6		11q12.1	AMP	1	509	0.2%	No
OR4D11		11q12.1	AMP	1	509	0.2%	No
GDPD4		11q13.5	HOMDEL	1	509	0.2%	No
LRTOMT		11q13.4	HOMDEL	1	509	0.2%	No
ERICH6B		13q14.13	HOMDEL	1	509	0.2%	No
ERICH6B		13q14.13	AMP	1	509	0.2%	No
SPERT		13q14.13	HOMDEL	1	509	0.2%	No
SPERT		13q14.13	AMP	1	509	0.2%	No
DLEU7		13q14.3	HOMDEL	1	509	0.2%	No
FAM124A		13q14.3	HOMDEL	1	509	0.2%	No
TPTE2P3		13q14.3	HOMDEL	1	509	0.2%	No
SKA1		18q21.1	AMP	1	509	0.2%	No
CFAP53		18q21.1	AMP	1	509	0.2%	No
GTSCR1		18q22.2	HOMDEL	1	509	0.2%	No
GTSCR1		18q22.2	AMP	1	509	0.2%	No
DOK6		18q22.2	HOMDEL	1	509	0.2%	No
HEPACAM		11q24.2	HOMDEL	1	509	0.2%	No
HEPACAM		11q24.2	AMP	1	509	0.2%	No
OAF		11q23.3	HOMDEL	1	509	0.2%	No
OAF		11q23.3	AMP	1	509	0.2%	No
LRRC63		13q14.13	HOMDEL	1	509	0.2%	No
LRRC63		13q14.13	AMP	1	509	0.2%	No
CTAGE10P		13q14.2	HOMDEL	1	509	0.2%	No
RNF152		18q21.33	HOMDEL	1	509	0.2%	No
RNF152		18q21.33	AMP	1	509	0.2%	No
FAM13C		10q21.1	HOMDEL	1	509	0.2%	No
UCMA		10p13	AMP	1	509	0.2%	No
RPP38-DT		10p13	AMP	1	509	0.2%	No
FAM171A1		10p13	AMP	1	509	0.2%	No
NSUN6		10p12.31	HOMDEL	1	509	0.2%	No
ALKBH3		11p11.2	AMP	1	509	0.2%	No
LINC02685		11p11.2	AMP	1	509	0.2%	No
EEF1AKMT1		13q12.11	HOMDEL	1	509	0.2%	No
SKA3		13q12.11	HOMDEL	1	509	0.2%	No
MICU2		13q12.11	HOMDEL	1	509	0.2%	No
SPATA13		13q12.12	HOMDEL	1	509	0.2%	No
SPATA13		13q12.12	AMP	1	509	0.2%	No
LINC00305		18q22.1	HOMDEL	1	509	0.2%	No
LINC00305		18q22.1	AMP	1	509	0.2%	No
CCDC162P		6q21	HOMDEL	1	509	0.2%	No
AK9		6q21	HOMDEL	1	509	0.2%	No
NT5DC1		6q22.1	HOMDEL	1	509	0.2%	No
CALHM4		6q22.1	HOMDEL	1	509	0.2%	No
ZUP1		6q22.1	HOMDEL	1	509	0.2%	No
FAM162B		6q22.1	HOMDEL	1	509	0.2%	No
TBC1D32		6q22.31	HOMDEL	1	509	0.2%	No
BEND6		6p12.1	HOMDEL	1	509	0.2%	No
BEND6		6p12.1	AMP	1	509	0.2%	No
GSTA5		6p12.2	AMP	1	509	0.2%	No
OPN5		6p12.3	AMP	1	509	0.2%	No
ADGRF4		6p12.3	AMP	1	509	0.2%	No
ADGRF5		6p12.3	AMP	1	509	0.2%	No
TDRD6		6p12.3	AMP	1	509	0.2%	No
SPATS1		6p21.1	AMP	1	509	0.2%	No
KIF6		6p21.2	AMP	1	509	0.2%	No
TMEM217		6p21.2	HOMDEL	1	509	0.2%	No
PHACTR1		6p24.1	HOMDEL	1	509	0.2%	No
TWISTNB		7p21.1	AMP	1	509	0.2%	No
SP8		7p21.1	AMP	1	509	0.2%	No
BRAT1		7p22.3	AMP	1	509	0.2%	No
DAGLB		7p22.1	AMP	1	509	0.2%	No
CCZ1B		7p22.1	AMP	1	509	0.2%	No
FBXL13		7q22.1	HOMDEL	1	509	0.2%	No
LNX2		13q12.2	HOMDEL	1	509	0.2%	No
HS3ST5		6q21-q22.1	HOMDEL	1	509	0.2%	No
GPRC6A		6q22.1	HOMDEL	1	509	0.2%	No
RFX6		6q22.1	HOMDEL	1	509	0.2%	No
SLC35F1		6q22.2-q22.31	HOMDEL	1	509	0.2%	No
FAM83B		6p12.1	AMP	1	509	0.2%	No
ADGRF2		6p12.3	AMP	1	509	0.2%	No
FERD3L		7p21.1	AMP	1	509	0.2%	No
RPL23P8		7p21.1	AMP	1	509	0.2%	No
SLC29A4		7p22.1	AMP	1	509	0.2%	No
VGLL2		6q22.1	HOMDEL	1	509	0.2%	No
DEFB108B		11q13.4	HOMDEL	1	509	0.2%	No
DEFB110		6p12.3	AMP	1	509	0.2%	No
DEFB112		6p12.3	AMP	1	509	0.2%	No
DEFB113		6p12.3	AMP	1	509	0.2%	No
DEFB114		6p12.3	AMP	1	509	0.2%	No
DEFB119		20q11.21	HOMDEL	1	509	0.2%	No
CNOT6L		4q21.1	AMP	1	509	0.2%	No
GAS2L2		17q12	AMP	1	509	0.2%	No
AKR7L		1p36.13|1p35-p36.1	HOMDEL	1	509	0.2%	No
AFG1L		6q21	HOMDEL	1	509	0.2%	No
STH		17q21.31	AMP	1	509	0.2%	No
MTVR2		17q22	AMP	1	509	0.2%	No
SPESP1		15q23	AMP	1	509	0.2%	No
IL27		16p12.1-p11.2	HOMDEL	1	509	0.2%	No
ZNF396		18q12.2	HOMDEL	1	509	0.2%	No
ZNF396		18q12.2	AMP	1	509	0.2%	No
STXBP4		17q22	HOMDEL	1	509	0.2%	No
LINC00612		12p13.31	HOMDEL	1	509	0.2%	No
ZBTB38		3q23	HOMDEL	1	509	0.2%	No
SLC25A30		13q14.13	HOMDEL	1	509	0.2%	No
SLC25A30		13q14.13	AMP	1	509	0.2%	No
CADM2		3p12.1	AMP	1	509	0.2%	No
TMEM244		6q22.33	HOMDEL	1	509	0.2%	No
GPATCH11		2p22.2	HOMDEL	1	509	0.2%	No
MMS22L		6q16.1	HOMDEL	1	509	0.2%	No
EBF3		10q26.3	HOMDEL	1	509	0.2%	No
CERS6		2q24.3	AMP	1	509	0.2%	No
MSRB3		12q14.3	AMP	1	509	0.2%	No
ZDHHC20		13q12.11	HOMDEL	1	509	0.2%	No
YTHDF3		8q12.3	HOMDEL	1	509	0.2%	No
CACNA1G-AS1		17q21.33	AMP	1	509	0.2%	No
BRWD3		Xq21.1	AMP	1	509	0.2%	No
LINC01342		1p36.33	HOMDEL	1	509	0.2%	No
FBXO33		14q21.1	HOMDEL	1	509	0.2%	No
FBXO33		14q21.1	AMP	1	509	0.2%	No
TTLL10		1p36.33	HOMDEL	1	509	0.2%	No
RNF169		11q13.4	HOMDEL	1	509	0.2%	No
CALHM5		6q22.1	HOMDEL	1	509	0.2%	No
LCORL		4p15.31	AMP	1	509	0.2%	No
PHYHD1		9q34.11	HOMDEL	1	509	0.2%	No
ZDHHC24		11q13.2	AMP	1	509	0.2%	No
MCM9		6q22.31	HOMDEL	1	509	0.2%	No
PROSER2		10p14	AMP	1	509	0.2%	No
C11ORF86		11q13.2	AMP	1	509	0.2%	No
MEIOB		16p13.3	AMP	1	509	0.2%	No
MIR9-3HG		15q26.1	AMP	1	509	0.2%	No
OR2T6		1q44	AMP	1	509	0.2%	No
ZDHHC23		3q13.31	AMP	1	509	0.2%	No
LOC254896		8p21.3	AMP	1	509	0.2%	No
LCE5A		1q21.3	AMP	1	509	0.2%	No
LINC00879		3q11.2	AMP	1	509	0.2%	No
TMEM86B		19q13.42	HOMDEL	1	509	0.2%	No
CBARP		19p13.3	HOMDEL	1	509	0.2%	No
TAC4		17q21.33	AMP	1	509	0.2%	No
CFAP65		2q35	HOMDEL	1	509	0.2%	No
CFAP65		2q35	AMP	1	509	0.2%	No
TMCO4		1p36.13	HOMDEL	1	509	0.2%	No
CFAP299		4q21.21	HOMDEL	1	509	0.2%	No
PLA2G4F		15q15.1	HOMDEL	1	509	0.2%	No
CSNK1G2-AS1		19p13.3	AMP	1	509	0.2%	No
ANKK1		11q23.2	HOMDEL	1	509	0.2%	No
ANKK1		11q23.2	AMP	1	509	0.2%	No
LRRC57		15q15.2	HOMDEL	1	509	0.2%	No
MYADML2		17q25.3	AMP	1	509	0.2%	No
EPGN		4q13.3	AMP	1	509	0.2%	No
LINC01743		1q44	AMP	1	509	0.2%	No
INAFM1		19q13.32	HOMDEL	1	509	0.2%	No
ADAM5		8p11.22	AMP	1	509	0.2%	No
SYT14		1q32.2	AMP	1	509	0.2%	No
PAN3		13q12.2	HOMDEL	1	509	0.2%	No
ANKRD31		5q13.3	AMP	1	509	0.2%	No
ZNF549		19q13.43	HOMDEL	1	509	0.2%	No
ZNF549		19q13.43	AMP	1	509	0.2%	No
TMEM196		7p21.1	AMP	1	509	0.2%	No
STEAP1B		7p15.3	AMP	1	509	0.2%	No
NAPSB		19q13.33	HOMDEL	1	509	0.2%	No
LMNTD2		11p15.5	AMP	1	509	0.2%	No
RPS2P32		7p15.3	AMP	1	509	0.2%	No
GK5		3q23	HOMDEL	1	509	0.2%	No
EML3		11q12.3	HOMDEL	1	509	0.2%	No
SCML4		6q21	HOMDEL	1	509	0.2%	No
MFSD8		4q28.2	HOMDEL	1	509	0.2%	No
TCERG1L		10q26.3	HOMDEL	1	509	0.2%	No
MAMDC2		9q21.12	AMP	1	509	0.2%	No
NPB		17q25.3	AMP	1	509	0.2%	No
KANK3		19p13.2	HOMDEL	1	509	0.2%	No
HEATR9		17q12	AMP	1	509	0.2%	No
SERINC5		5q14.1	AMP	1	509	0.2%	No
CATSPERE		1q44	AMP	1	509	0.2%	No
PLCXD2		3q13.2	AMP	1	509	0.2%	No
ARHGAP30		1q23.3	AMP	1	509	0.2%	No
GCSAM		3q13.2	AMP	1	509	0.2%	No
RNF214		11q23.3	HOMDEL	1	509	0.2%	No
RNF214		11q23.3	AMP	1	509	0.2%	No
CFAP126		1q23.3	AMP	1	509	0.2%	No
SHPRH		6q24.3	HOMDEL	1	509	0.2%	No
LOC257396		5q11.2	AMP	1	509	0.2%	No
SVIP		11p14.3	AMP	1	509	0.2%	No
HSPA12A		10q25.3	HOMDEL	1	509	0.2%	No
NALCN		13q32.3-q33.1	AMP	1	509	0.2%	No
BOD1L1		4p15.33	AMP	1	509	0.2%	No
MDS2		1p36.11	HOMDEL	1	509	0.2%	Yes
TAS2R39		7q34	AMP	1	509	0.2%	No
TAS2R40		7q34	AMP	1	509	0.2%	No
IL4I1		19q13.33	HOMDEL	1	509	0.2%	No
TIPRL		1q24.2	AMP	1	509	0.2%	No
NPHP4		1p36.31	HOMDEL	1	509	0.2%	No
HS6ST3		13q32.1	HOMDEL	1	509	0.2%	No
HS6ST3		13q32.1	AMP	1	509	0.2%	No
ADGRF1		6p12.3|6	AMP	1	509	0.2%	No
PGBD2		1q44	AMP	1	509	0.2%	No
DAOA		13q33.2|13q34	AMP	1	509	0.2%	No
AQP11		11q14.1	HOMDEL	1	509	0.2%	No
DAOA-AS1		13q33.2|13q34	AMP	1	509	0.2%	No
ZNF311		6p22.1	AMP	1	509	0.2%	No
FUOM		10q26.3	HOMDEL	1	509	0.2%	No
JAKMIP3		10q26.3	HOMDEL	1	509	0.2%	No
STK32C		10q26.3	HOMDEL	1	509	0.2%	No
LOC283038		10q26.13-q26.2	HOMDEL	1	509	0.2%	No
MKX		10p12.1	AMP	1	509	0.2%	No
LINC00900		11q23.3	HOMDEL	1	509	0.2%	No
LINC00900		11q23.3	AMP	1	509	0.2%	No
BCL9L		11q23.3	HOMDEL	1	509	0.2%	Yes
BCL9L		11q23.3	AMP	1	509	0.2%	Yes
FOXR1		11q23.3	HOMDEL	1	509	0.2%	No
FOXR1		11q23.3	AMP	1	509	0.2%	No
CCDC153		11q23.3	HOMDEL	1	509	0.2%	No
CCDC153		11q23.3	AMP	1	509	0.2%	No
OR8D1		11q24.2	HOMDEL	1	509	0.2%	No
OR8D1		11q24.2	AMP	1	509	0.2%	No
OR8D2		11q24.2	HOMDEL	1	509	0.2%	No
OR8D2		11q24.2	AMP	1	509	0.2%	No
OR8B4		11q24.2	HOMDEL	1	509	0.2%	No
OR8B4		11q24.2	AMP	1	509	0.2%	No
KIRREL3-AS3		11q24.2	HOMDEL	1	509	0.2%	No
KIRREL3-AS3		11q24.2	AMP	1	509	0.2%	No
C11ORF44		11q24.3	HOMDEL	1	509	0.2%	No
C11ORF44		11q24.3	AMP	1	509	0.2%	No
MIR4697HG		11q25	HOMDEL	1	509	0.2%	No
LOC283177		11q25	HOMDEL	1	509	0.2%	No
LOC283177		11q25	AMP	1	509	0.2%	No
P4HA3		11q13.4	HOMDEL	1	509	0.2%	No
PGM2L1		11q13.4	HOMDEL	1	509	0.2%	No
KLHL35		11q13.4	HOMDEL	1	509	0.2%	No
LOC283214		11q13.5	HOMDEL	1	509	0.2%	No
LOC283214		11q13.5	AMP	1	509	0.2%	No
KCTD21		11q14.1	HOMDEL	1	509	0.2%	No
RCOR2		11q13.1	AMP	1	509	0.2%	No
LINC00294		11p13	AMP	1	509	0.2%	No
RASSF3		12q14.2	AMP	1	509	0.2%	No
DPY19L2		12q14.2	AMP	1	509	0.2%	No
MUC19		12q12	HOMDEL	1	509	0.2%	No
MUC19		12q12	AMP	1	509	0.2%	No
LINC00551		13q33.3	AMP	1	509	0.2%	No
LINC00346		13q34	AMP	1	509	0.2%	No
CHAMP1		13q34	AMP	1	509	0.2%	No
SUGT1P3		13q14.11	HOMDEL	1	509	0.2%	No
SIAH3		13q14.13	HOMDEL	1	509	0.2%	No
SIAH3		13q14.13	AMP	1	509	0.2%	No
KCNRG		13q14.2	HOMDEL	1	509	0.2%	No
TMEM272		13q14.3	HOMDEL	1	509	0.2%	No
SLC46A3		13q12.3	HOMDEL	1	509	0.2%	No
GPR137C		14q22.1	AMP	1	509	0.2%	No
PROX2		14q24.3	HOMDEL	1	509	0.2%	No
LINC02288		14q24.3	AMP	1	509	0.2%	No
ZDHHC22		14q24.3	AMP	1	509	0.2%	No
TMED8		14q24.3	AMP	1	509	0.2%	No
C14ORF178		14q24.3	AMP	1	509	0.2%	No
LINC01146		14q31.3	HOMDEL	1	509	0.2%	No
HMGN2P46		15q21.1	HOMDEL	1	509	0.2%	No
EWSAT1		15q23	AMP	1	509	0.2%	No
FAM98B		15q14	HOMDEL	1	509	0.2%	No
PLA2G4D		15q15.1	HOMDEL	1	509	0.2%	No
LINC00928		15q26.1	AMP	1	509	0.2%	No
GOLGA8G		15q13.1	AMP	1	509	0.2%	No
TERB1		16q22.1	AMP	1	509	0.2%	No
EXOC3L1		16q22.1	AMP	1	509	0.2%	No
FBXL19-AS1		16p11.2	AMP	1	509	0.2%	No
NHLRC4		16p13.3	AMP	1	509	0.2%	No
PDXDC2P-NPIPB14P		16q22.1	AMP	1	509	0.2%	No
CLEC18C		16q22.1	AMP	1	509	0.2%	No
LINC00469		17q25.1	AMP	1	509	0.2%	No
FADS6		17q25.1	AMP	1	509	0.2%	No
HID1		17q25.1	AMP	1	509	0.2%	No
UBALD2		17q25.1	AMP	1	509	0.2%	No
TMEM235		17q25.3	AMP	1	509	0.2%	No
CCDC57		17q25.3	AMP	1	509	0.2%	No
HEXD		17q25.3	AMP	1	509	0.2%	No
C17ORF58		17q24.2	AMP	1	509	0.2%	No
MILR1		17q23.3	AMP	1	509	0.2%	No
KANSL1		17q21.31	AMP	1	509	0.2%	No
CFAP97D1		17q21.31	AMP	1	509	0.2%	No
FAM171A2		17q21.31	AMP	1	509	0.2%	No
MEIOC		17q21.31	AMP	1	509	0.2%	No
TTLL6		17q21.32	AMP	1	509	0.2%	No
PICART1		17q21.33	AMP	1	509	0.2%	No
C17ORF47		17q22	AMP	1	509	0.2%	No
KRT18P55		17q11.2	AMP	1	509	0.2%	No
NEK8		17q11.2	AMP	1	509	0.2%	No
CISD3		17q12	AMP	1	509	0.2%	No
GSDMA		17q21.1	AMP	1	509	0.2%	No
KRT42P		17q21.2	AMP	1	509	0.2%	No
CAVIN1		17q21.2	AMP	1	509	0.2%	No
FAM27E5		17p11.2	AMP	1	509	0.2%	No
FLJ36000		17p11.2	AMP	1	509	0.2%	No
SLC26A11		17q25.3	AMP	1	509	0.2%	No
ENDOV		17q25.3	AMP	1	509	0.2%	No
GDPD1		17q22	AMP	1	509	0.2%	No
NDUFAF8		17q25.3	AMP	1	509	0.2%	No
LINC00482		17q25.3	AMP	1	509	0.2%	No
TMEM105		17q25.3	AMP	1	509	0.2%	No
METRNL		17q25.3	AMP	1	509	0.2%	No
DLGAP1-AS5		18p11.31	HOMDEL	1	509	0.2%	No
LAMA1		18p11.31	AMP	1	509	0.2%	No
ANKRD20A9P		13q11	HOMDEL	1	509	0.2%	No
CYP4F35P		18p11.21	AMP	1	509	0.2%	No
KCTD1		18q11.2	HOMDEL	1	509	0.2%	No
KCTD1		18q11.2	AMP	1	509	0.2%	No
DYNAP		18q21.2	HOMDEL	1	509	0.2%	No
DYNAP		18q21.2	AMP	1	509	0.2%	No
BOD1L2		18q21.31	HOMDEL	1	509	0.2%	No
BOD1L2		18q21.31	AMP	1	509	0.2%	No
LINC00907		18q12.3	AMP	1	509	0.2%	No
SIGLEC15		18q12.3	AMP	1	509	0.2%	No
ZADH2		18q22.3	HOMDEL	1	509	0.2%	No
ZADH2		18q22.3	AMP	1	509	0.2%	No
SMIM21		18q23	HOMDEL	1	509	0.2%	No
SMIM21		18q23	AMP	1	509	0.2%	No
LINC00908		18q23	HOMDEL	1	509	0.2%	No
LINC00908		18q23	AMP	1	509	0.2%	No
HMSD		18q22.1	HOMDEL	1	509	0.2%	No
HMSD		18q22.1	AMP	1	509	0.2%	No
LINC01924		18q22.1	HOMDEL	1	509	0.2%	No
LINC01924		18q22.1	AMP	1	509	0.2%	No
SSC5D		19q13.42	HOMDEL	1	509	0.2%	No
ZNF547		19q13.43	HOMDEL	1	509	0.2%	No
ZNF547		19q13.43	AMP	1	509	0.2%	No
ZIK1		19q13.43	HOMDEL	1	509	0.2%	No
ZIK1		19q13.43	AMP	1	509	0.2%	No
ZNF776		19q13.43	HOMDEL	1	509	0.2%	No
ZNF776		19q13.43	AMP	1	509	0.2%	No
ZSCAN1		19q13.43	HOMDEL	1	509	0.2%	No
ZSCAN1		19q13.43	AMP	1	509	0.2%	No
PRR19		19q13.2	AMP	1	509	0.2%	No
TMEM145		19q13.2	AMP	1	509	0.2%	No
CXCL17		19q13.2	AMP	1	509	0.2%	No
PPP1R37		19q13.32	AMP	1	509	0.2%	No
NKPD1		19q13.32	HOMDEL	1	509	0.2%	No
TPRX1		19q13.33	HOMDEL	1	509	0.2%	No
MAMSTR		19q13.33	HOMDEL	1	509	0.2%	No
IZUMO1		19q13.33	HOMDEL	1	509	0.2%	No
EMC10		19q13.33	HOMDEL	1	509	0.2%	No
LINC01869		19q13.33	HOMDEL	1	509	0.2%	No
KLK9		19q13.41	HOMDEL	1	509	0.2%	No
SIGLEC17P		19q13.41	HOMDEL	1	509	0.2%	No
SIGLECL1		19q13.41	HOMDEL	1	509	0.2%	No
ZNF615		19q13.41	HOMDEL	1	509	0.2%	No
ZNF841		19q13.41	HOMDEL	1	509	0.2%	No
LOC284379		19q13.42	HOMDEL	1	509	0.2%	No
ACTL9		19p13.2	HOMDEL	1	509	0.2%	No
OR2Z1		19p13.2	HOMDEL	1	509	0.2%	No
ZNF561-AS1		19p13.2	HOMDEL	1	509	0.2%	No
ZNF763		19p13.2	AMP	1	509	0.2%	No
ZNF844		19p13.2	AMP	1	509	0.2%	No
VSTM1		19q13.42	HOMDEL	1	509	0.2%	No
TMEM150B		19q13.42	HOMDEL	1	509	0.2%	No
FAM71E2		19q13.42	HOMDEL	1	509	0.2%	No
SLC25A41		19p13.3	HOMDEL	1	509	0.2%	No
MBD3L5		19p13.2	HOMDEL	1	509	0.2%	No
ODF3L2		19p13.3	HOMDEL	1	509	0.2%	No
ODF3L2		19p13.3	AMP	1	509	0.2%	No
RIIAD1		1q21.3	AMP	1	509	0.2%	No
THEM5		1q21.3	AMP	1	509	0.2%	No
OR2L13		1q44	AMP	1	509	0.2%	No
SLC9C2		1q25.1	AMP	1	509	0.2%	No
OR14A16		1q44	AMP	1	509	0.2%	No
NBPF15		1q21.1	AMP	1	509	0.2%	No
FAM41C		1p36.33	HOMDEL	1	509	0.2%	No
ANKRD34A		1q21.1	AMP	1	509	0.2%	No
RUSC1-AS1		1q22	AMP	1	509	0.2%	No
LINC02800		1p36.11	HOMDEL	1	509	0.2%	No
EPHA10		1p34.3	AMP	1	509	0.2%	No
LINC01777		1p36.32	HOMDEL	1	509	0.2%	No
SNHG28		1q23.2	AMP	1	509	0.2%	No
SPATA46		1q23.3	AMP	1	509	0.2%	No
LINC01142		1q24.2	AMP	1	509	0.2%	No
SLC25A34		1p36.21	HOMDEL	1	509	0.2%	No
ESPNP		1p36.13	HOMDEL	1	509	0.2%	No
