sample	chromosome	start	stop	mean	count
W43-1-1	2	90067598	90121434	-0.669	42
W43-1-1	2	90134821	90274767	-0.586	71
W43-1-1	3	100326306	100442510	1.044	63
W43-1-1	3	192878046	192882904	-1.169	18
W43-1-1	3	68746260	68747414	-1.194	14
W43-1-1	3	98944526	98949315	-0.546	35
W43-1-1	4	161515788	162188373	-0.259	525
W43-1-1	4	52738633	54422968	0.795	962
W43-1-1	4	54423223	54839766	1.067	349
W43-1-1	4	54841052	55077412	1.354	108
W43-1-1	4	55079544	55105934	1.029	35
W43-1-1	4	55107605	55107619	1.834	2
W43-1-1	4	55120558	55335993	1.2	244
W43-1-1	4	55336212	55709958	1.003	441
W43-1-1	4	55709975	57889489	0.85	1309
W43-1-1	5	15533	670745	0.379	313
W43-1-1	5	21451201	21452439	-2.096	5
W43-1-1	5	46271931	46273503	-2.215	6
W43-1-1	5	57326028	57333534	0.851	32
W43-1-1	5	773548	1288616	0.371	271
W43-1-1	6	165727818	165731527	-3.951	2
W43-1-1	6	32456684	32574382	0.654	38
W43-1-1	6	81284760	81289535	-0.872	28
W43-1-1	7	109433748	109458391	-0.269	43
W43-1-1	7	116133078	116133098	-2.247	2
W43-1-1	7	126261850	126262857	-3.073	2
W43-1-1	7	129334851	129336241	-1.069	2
W43-1-1	7	133785196	133790444	-1.647	25
W43-1-1	7	133795635	133799198	-0.325	13
W43-1-1	7	141769644	141792108	-0.523	43
W43-1-1	7	142476037	142479666	-2.605	9
W43-1-1	7	142479723	142485700	-0.793	17
W43-1-1	7	142485772	142486046	-2.237	5
W43-1-1	8	39235604	39386966	-2.072	60
W43-1-1	8	595323	595876	0.632	7
W43-1-1	8	595893	595909	2.377	2
W43-1-1	8	7154068	7865562	-0.388	212
W43-1-1	9	11360785	11366607	-1.512	3
W43-1-1	9	21210758	21252871	-0.417	23
W43-1-1	9	21297200	21338145	-0.418	33
W43-1-1	9	21340373	22125503	-0.82	571
W43-1-1	9	22128709	24503817	-0.328	1661
W43-1-1	9	24504126	24517683	-1.299	19
W43-1-1	9	24519685	24811059	-0.338	229
W43-1-1	9	24812191	24812422	-1.704	2
W43-1-1	9	24812677	28708151	-0.335	3090
W43-1-1	9	28708707	31878838	-0.409	2284
W43-1-1	9	31880538	32924732	-0.337	815
W43-1-1	9	37747	78775	-0.271	12
W43-1-1	10	72760	135506705	-0.282	93635
W43-1-1	11	18949073	18962134	0.572	68
W43-1-1	11	48601435	48602677	-1.538	2
W43-1-1	11	48710426	48710430	-1.216	3
W43-1-1	11	4968511	4974030	-1.684	25
W43-1-1	11	4975165	5008418	-0.378	45
W43-1-1	12	10176700	11231456	-0.294	719
W43-1-1	12	11232919	11241533	-1.861	5
W43-1-1	12	11251875	11673146	-0.321	266
W43-1-1	12	11673269	13159436	-0.241	1214
W43-1-1	12	13163532	15178818	-0.318	1546
W43-1-1	12	1486243	1486886	-1.438	4
W43-1-1	12	2245863	2258024	-0.507	42
W43-1-1	12	48709378	48725043	-0.653	13
W43-1-1	12	48725240	48725416	-1.593	3
W43-1-1	12	9633375	9713675	-1.163	24
W43-1-1	14	19002125	19469521	-0.201	39
W43-1-1	14	19541715	20422583	0.242	187
W43-1-1	14	20423373	22320876	-0.317	1318
W43-1-1	14	22323583	22393994	-0.523	99
W43-1-1	14	22394019	24668411	-0.316	1555
W43-1-1	14	24671970	31128345	-0.409	4088
W43-1-1	14	31129463	32310065	-0.288	600
W43-1-1	14	32310803	34922557	-0.392	2174
W43-1-1	14	34923462	35947809	-0.212	534
W43-1-1	14	35948532	63704649	-0.391	17987
W43-1-1	14	63705111	78624898	-0.338	9730
W43-1-1	14	78627078	88731974	-0.43	6977
W43-1-1	14	88732775	107285437	-0.368	11827
W43-1-1	15	22302007	22752710	0.275	177
W43-1-1	15	76891512	76895776	-1.847	21
W43-1-1	16	7702748	7702811	-1.199	3
W43-1-1	17	13432540	13432557	-1.843	2
W43-1-1	17	18289923	18464587	0.407	37
W43-1-1	17	39423027	39430532	0.539	23
W43-1-1	17	44163099	44764995	0.24	192
W43-1-1	17	54160915	54161215	-0.696	5
W43-1-1	17	54166354	54172824	-0.638	13
W43-1-1	19	35849494	35861849	-1.433	23
W43-1-1	19	43018794	44553380	-0.255	888
W43-1-1	19	46098885	49459876	-0.236	1597
W43-1-1	20	1560544	1593894	-0.36	52
W43-1-1	22	17499035	17499509	1.29	2
W43-1-1	22	18058749	18106662	0.342	32
W43-1-1	22	24330270	24331968	-2.295	2
W43-1-1	22	32623053	32636089	-0.256	13
W43-1-1	23	119805	2665210	0.249	485
W43-1-1	23	2666354	154929309	0.521	86766
W43-1-1	24	18236071	28558069	-1.27	3689
W43-1-1	24	2650439	2978679	-0.977	164
W43-1-1	24	28572577	28588836	-0.242	17
W43-1-1	24	28593409	28799936	-0.785	127
W43-1-1	24	2985596	5965005	-0.449	941
W43-1-1	24	5965163	6101426	-0.745	70
W43-1-1	24	6107902	6296424	-1.454	87
W43-1-1	24	6299047	18235432	-1.086	4296
W43-1-1	25	195	489	1.923	8
W45-1-1	1	106019206	106022376	-1.812	17
W45-1-1	1	17082592	17262248	-0.35	87
W45-1-1	1	237971525	239013449	-0.303	934
W45-1-1	1	25593129	25646690	-1.247	27
W45-1-1	2	22912502	22913075	-1.687	3
W45-1-1	3	107039462	107040152	-3.562	2
W45-1-1	3	114132816	114133402	-1.141	3
W45-1-1	3	139530894	139531275	-1.424	2
W45-1-1	3	148963395	148968121	-0.494	25
W45-1-1	3	162540474	162540491	-2.196	2
W45-1-1	4	10214160	10228928	-1.476	9
W45-1-1	4	10229118	10229309	-2.849	6
W45-1-1	4	10229631	10231499	-1.184	14
W45-1-1	4	115175324	115182176	-1.477	23
W45-1-1	4	155803006	155803079	-2.749	3
W45-1-1	4	172374885	172377934	-1.049	14
W45-1-1	4	69374942	69485980	-1.509	67
W45-1-1	4	70127645	70239096	-0.363	60
W45-1-1	5	12815781	12838534	0.526	14
W45-1-1	5	15718493	15720598	-0.66	12
W45-1-1	5	178109976	178113164	-2.068	3
W45-1-1	5	31840606	31840718	-2.164	2
W45-1-1	5	85127453	85129713	-2.471	2
W45-1-1	6	103737977	103762062	-1.23	47
W45-1-1	6	10872061	10872471	-1.567	2
W45-1-1	6	110396191	110413238	-0.908	20
W45-1-1	6	113400687	113400869	-1.484	2
W45-1-1	6	114224842	114225017	-2.633	2
W45-1-1	6	11476959	11481132	-0.75	6
W45-1-1	6	26737033	26768570	-0.453	26
W45-1-1	6	29837188	29850381	0.389	20
W45-1-1	6	32527285	32530299	-1.706	3
W45-1-1	6	32624592	32626619	-0.991	5
W45-1-1	6	48892873	48893639	-1.826	2
W45-1-1	7	142476037	142479666	-2.418	9
W45-1-1	7	142479723	142485700	-0.981	17
W45-1-1	7	142485772	142486046	-2.333	5
W45-1-1	8	112294280	112295261	-1.644	10
W45-1-1	8	115634488	115635702	-0.44	13
W45-1-1	8	115641447	115641732	-0.937	7
W45-1-1	9	22501914	22502700	-2.632	2
W45-1-1	9	44727860	44855738	0.4	41
W45-1-1	10	24377677	24378055	-1.383	9
W45-1-1	10	2919593	2919975	-1.602	4
W45-1-1	11	105901328	105901689	-1.549	3
W45-1-1	11	111813705	118094921	-0.2	4668
W45-1-1	11	47654969	47655513	-1.214	3
W45-1-1	11	49759556	49760689	-2.661	6
W45-1-1	11	54969862	54982212	-2.033	5
W45-1-1	11	5522175	5523594	-1.223	6
W45-1-1	11	55374033	55442319	0.333	51
W45-1-1	11	55444212	55445294	-0.329	4
W45-1-1	11	55445946	55453010	0.428	9
W45-1-1	11	99827947	99828225	-1.415	4
W45-1-1	12	1486636	1486886	-1.338	3
W45-1-1	12	9633871	9728293	0.706	26
W45-1-1	13	55693514	55693859	-1.146	7
W45-1-1	13	85437501	85437841	-1.58	4
W45-1-1	14	106538063	106569464	0.474	15
W45-1-1	14	106864723	106959643	-0.349	77
W45-1-1	14	20203125	20425510	-0.406	143
W45-1-1	14	56354934	56354948	-1.628	2
W45-1-1	14	73544618	73546744	-2.448	2
W45-1-1	14	73547425	74006708	-0.213	222
W45-1-1	14	74006852	74020980	-1.489	7
W45-1-1	14	80206852	80207193	-1.515	3
W45-1-1	15	30448596	30946670	-0.353	118
W45-1-1	16	78372441	78381263	-1.832	15
W45-1-1	16	80052863	80052966	-1.905	2
W45-1-1	16	85092397	85092748	-1.488	5
W45-1-1	17	39423104	39430451	-0.849	18
W45-1-1	17	44208144	44364215	-0.375	106
W45-1-1	17	44394413	44460433	0.27	12
W45-1-1	17	44476663	44523727	1.338	4
W45-1-1	17	44546330	44764995	0.305	37
W45-1-1	18	20638048	20638059	-1.655	2
W45-1-1	18	38258071	38258336	-0.865	8
W45-1-1	18	38260481	38269812	-0.517	18
W45-1-1	18	40051678	40057768	-0.555	26
W45-1-1	18	55930862	55941033	-0.556	25
W45-1-1	18	59954811	60153026	-0.259	143
W45-1-1	18	63767141	63767923	-2.532	3
W45-1-1	18	69428939	69441344	-0.683	15
W45-1-1	18	70950082	70950086	-1.904	2
W45-1-1	19	20829592	20985425	0.245	99
W45-1-1	19	46693918	59097855	-0.222	7260
W45-1-1	20	1561581	1593894	0.861	45
W45-1-1	20	52647808	52657717	-0.76	32
W45-1-1	21	20350211	20350490	-1.437	3
W45-1-1	22	17499035	17499509	1.088	2
W45-1-1	22	18626130	18629153	-0.607	8
W45-1-1	22	18732920	18748455	-1.022	3
W45-1-1	22	22382109	22382345	0.527	6
W45-1-1	22	24330270	24331968	-1.931	2
W45-1-1	22	35923192	35923561	-2.137	3
W45-1-1	22	39295256	39296905	-3.424	3
W45-1-1	22	39363685	39375308	-1.718	24
W45-1-1	23	150293935	150295460	-1.664	2
W45-1-1	23	154033565	154917386	0.249	370
W45-1-1	23	26255157	36730384	0.304	7097
W45-1-1	23	2880052	26254821	0.268	16228
W45-1-1	23	36730797	146570267	0.264	58348
W45-1-1	24	19467251	21055214	-1.459	759
W45-1-1	24	21056424	24510519	-1.181	1365
W45-1-1	24	24514860	26244615	-1.508	344
W45-1-1	24	26244826	26517534	-0.678	78
W45-1-1	24	2650439	2978679	-1.061	164
W45-1-1	24	26526213	27367488	-1.742	101
W45-1-1	24	27387928	27718291	-0.641	97
W45-1-1	24	27720552	28452017	-1.517	267
W45-1-1	24	28457338	28799936	-0.763	191
W45-1-1	24	2985596	6117911	-0.556	1018
W45-1-1	24	59017751	59018176	-1	8
W45-1-1	24	59018260	59022734	-0.306	42
W45-1-1	24	6120433	6400206	-1.501	120
W45-1-1	24	6400538	19463273	-1.131	4910
W45-1-1	25	4216	4477	-1.469	5
W45-1-1	25	9698	13650	0.467	132
W48-1-1	1	107640835	107645245	-3.471	2
W48-1-1	1	110225643	110242954	0.289	33
W48-1-1	1	112688311	112706150	0.229	38
W48-1-1	1	152761924	152773905	0.328	38
W48-1-1	1	155661228	155663358	-3.737	3
W48-1-1	1	162755982	163998229	-0.301	967
W48-1-1	1	164238596	165424170	-0.303	1093
W48-1-1	1	17082592	17114713	-0.292	18
W48-1-1	1	177963571	179264397	-0.274	949
W48-1-1	1	240394016	240394140	-2.78	6
W48-1-1	1	26698884	26924881	-0.503	127
W48-1-1	1	4462904	6613190	-0.436	1664
W48-1-1	1	61736	228707	0.306	19
W48-1-1	1	64704922	64704928	-2.613	2
W48-1-1	1	7150527	7150946	-2.384	3
W48-1-1	1	71659352	72016278	-0.308	210
W48-1-1	1	72235964	72763371	-0.278	324
W48-1-1	1	72768419	72811149	0.651	48
W48-1-1	1	72811904	72874493	-0.2	38
W48-1-1	1	72875061	76522580	-0.269	2289
W48-1-1	1	76522680	76523002	-3.028	2
W48-1-1	1	76526838	95126702	-0.286	12456
W48-1-1	1	8182588	8195226	-0.667	13
W48-1-1	1	8913698	9266615	-0.34	204
W48-1-1	1	9267529	9699768	-0.223	235
W48-1-1	1	95130679	95152851	-1.06	60
W48-1-1	1	95153262	104978110	-0.275	6091
W48-1-1	2	20810421	21943125	-0.45	756
W48-1-1	2	21943189	22160427	-0.234	112
W48-1-1	2	22170066	22600932	-0.47	245
W48-1-1	2	22601153	22707272	-0.236	70
W48-1-1	2	22707639	22911727	-0.494	133
W48-1-1	2	22912502	22913075	-1.611	3
W48-1-1	2	22920587	24109316	-0.479	881
W48-1-1	2	24331838	25341838	-0.438	553
W48-1-1	3	162512658	162625981	-1.746	72
W48-1-1	3	68746260	68747414	-1.842	14
W48-1-1	4	10214160	10230798	0.902	23
W48-1-1	4	115175324	115182176	-2.111	23
W48-1-1	4	130502729	130503097	-1.496	7
W48-1-1	4	172989374	172989506	-2.972	6
W48-1-1	4	69255071	69256760	-2.953	3
W48-1-1	4	69435903	69540026	0.396	44
W48-1-1	4	69940122	69940247	-1.44	3
W48-1-1	4	70127645	70231800	-2.138	56
W48-1-1	5	151515387	151518352	-2.89	15
W48-1-1	6	165727818	165731527	-5.009	2
W48-1-1	6	165731929	170903920	-0.485	3739
W48-1-1	6	31286532	31296452	-1.266	10
W48-1-1	6	32454276	32501300	1.133	17
W48-1-1	6	57537874	58058615	-0.427	229
W48-1-1	6	62241903	78962240	-0.458	10851
W48-1-1	6	78962293	79035186	-1.19	120
W48-1-1	6	79039234	165724052	-0.464	57418
W48-1-1	7	53412894	53412921	-3.766	2
W48-1-1	7	54284222	54303681	1.784	7
W48-1-1	7	54304170	54324328	2.366	20
W48-1-1	7	54326574	55100035	1.883	599
W48-1-1	7	55102669	55344997	1.71	354
W48-1-1	7	55345144	55789136	1.843	271
W48-1-1	7	55790604	55793011	-0.404	3
W48-1-1	7	55798101	56928882	1.829	486
W48-1-1	7	65269823	65283869	1.838	7
W48-1-1	7	66629330	66645233	-1.301	8
W48-1-1	7	80256255	80280193	-0.84	24
W48-1-1	8	11597046	11597225	-2.688	3
W48-1-1	8	2254639	2258840	-3.161	10
W48-1-1	8	23407741	23407812	-4.165	4
W48-1-1	8	24976676	24979988	0.606	12
W48-1-1	8	39226350	39388300	0.416	65
W48-1-1	8	40183945	40189512	-0.799	31
W48-1-1	9	10509682	10509698	-3.056	2
W48-1-1	9	10511308	21174141	-0.439	9113
W48-1-1	9	107363834	107364176	-1.263	6
W48-1-1	9	107364421	107364969	-0.746	10
W48-1-1	9	107781303	107782103	-3.265	2
W48-1-1	9	21174443	23099502	-0.988	1386
W48-1-1	9	216124	4987451	-0.463	5223
W48-1-1	9	23111315	23343453	-0.421	167
W48-1-1	9	23345218	27073650	-1.014	2719
W48-1-1	9	27073942	27185101	-0.398	106
W48-1-1	9	27187216	28140215	-1.022	929
W48-1-1	9	28146982	28197129	-0.441	47
W48-1-1	9	28198283	29229402	-1.078	792
W48-1-1	9	29231184	40357745	-0.445	6578
W48-1-1	9	37747	208469	-0.271	38
W48-1-1	9	5003030	5006725	-0.726	10
W48-1-1	9	5006734	5116017	-0.281	187
W48-1-1	9	5116616	10507784	-0.454	4893
W48-1-1	10	72760	135506705	-0.381	93633
W48-1-1	11	134609558	134609567	-2.136	2
W48-1-1	11	4968117	4976908	0.55	45
W48-1-1	11	70807362	71191538	-0.51	303
W48-1-1	11	71812411	72123947	-0.509	143
W48-1-1	11	72209992	73044243	-0.46	409
W48-1-1	11	73276873	73520896	-0.45	126
W48-1-1	11	75239903	75345091	-0.505	70
W48-1-1	12	16420988	16421326	-3.063	2
W48-1-1	12	27647742	27651363	-0.593	28
W48-1-1	12	33294588	33323364	0.222	48
W48-1-1	12	33324391	33385831	-0.235	31
W48-1-1	12	33386758	33395419	-3.217	7
W48-1-1	12	45905841	45909538	-3.258	3
W48-1-1	13	39747764	39751137	-3.056	3
W48-1-1	13	57758627	57778369	-2.43	29
W48-1-1	14	44667334	44667765	-2.808	4
W48-1-1	15	20191741	20586362	0.252	79
W48-1-1	15	20586484	20586958	0.866	9
W48-1-1	15	20590028	21173887	0.302	167
W48-1-1	15	21186401	21188007	-1.083	2
W48-1-1	15	21192109	22588019	0.345	261
W48-1-1	15	27920264	27927807	-0.918	12
W48-1-1	15	30519743	30887957	-0.846	82
W48-1-1	15	32531317	32539538	-1.06	3
W48-1-1	15	32546359	32822534	-0.469	39
W48-1-1	15	32822613	32857483	-1.137	5
W48-1-1	15	34731286	34810089	-0.551	58
W48-1-1	15	36161024	36161479	-2.606	2
W48-1-1	15	76891242	76895776	0.709	22
W48-1-1	16	89384042	89420879	-0.234	19
W48-1-1	16	89421751	89961971	-0.492	266
W48-1-1	17	18317194	18474647	0.474	35
W48-1-1	17	44188393	44362010	-0.408	118
W48-1-1	17	8247548	8247734	-2.839	2
W48-1-1	18	70364643	70365180	-3.644	2
W48-1-1	19	12697367	12698103	-2.093	2
W48-1-1	19	43323314	43484936	-0.519	81
W48-1-1	20	1561581	1593894	-0.821	45
W48-1-1	21	44970874	44972813	-3.249	2
W48-1-1	22	49487129	49487417	-2.516	5
W48-1-1	23	154780171	154780683	-3.514	6
W48-1-1	23	154783014	155182355	-0.355	102
W48-1-1	23	2703391	154780132	-0.439	86674
W48-1-1	24	19590772	21024614	0.709	680
W48-1-1	24	21025063	24516976	0.536	1386
W48-1-1	24	24516993	27066040	0.711	501
W48-1-1	24	2650439	6094527	0.277	1170
W48-1-1	24	27066057	27224322	2.263	4
W48-1-1	24	27232092	27723775	0.478	114
W48-1-1	24	27727174	28468769	0.776	274
W48-1-1	24	28470991	28704264	0.426	131
W48-1-1	24	28704986	58968504	0.384	52
W48-1-1	24	6095225	9148883	0.545	1668
W48-1-1	24	9149301	9454983	0.878	87
W48-1-1	24	9455757	9633866	0.488	72
W48-1-1	24	9648551	9648740	-2.005	2
W48-1-1	24	9651431	19588399	0.559	3276
W48-2-1	1	14445793	14460986	-0.803	10
W48-2-1	1	17045459	17114713	-0.2	30
W48-2-1	1	56178813	64703427	-0.204	6507
W48-2-1	1	64704922	64704928	-2.892	2
W48-2-1	1	7150527	7150946	-2.301	3
W48-2-1	1	72768419	72811149	0.83	48
W48-2-1	1	8182588	8195226	-0.671	13
W48-2-1	1	8195260	8340242	-0.274	92
W48-2-1	2	34691069	34741027	0.293	55
W48-2-1	3	162513460	162625996	-1.33	69
W48-2-1	4	10214160	10223849	1.561	4
W48-2-1	4	10228784	10235269	0.469	32
W48-2-1	4	115175324	115182176	-1.545	23
W48-2-1	4	130502729	130503097	-1.715	7
W48-2-1	4	172989409	172989506	-2.623	5
W48-2-1	4	70143375	70231800	-1.949	42
W48-2-1	4	9461231	9479346	0.816	10
W48-2-1	5	151515387	151518352	-2.059	15
W48-2-1	6	126186195	126186777	-3.609	2
W48-2-1	6	159721945	159735854	-0.741	20
W48-2-1	6	165727818	165731527	-5.237	2
W48-2-1	6	19044703	19044899	1.231	6
W48-2-1	6	32454276	32540478	0.824	28
W48-2-1	7	109433786	109453911	0.243	37
W48-2-1	7	109453983	142474939	-0.24	20868
W48-2-1	7	13093952	13130069	-0.851	25
W48-2-1	7	13130658	53412875	-0.25	30061
W48-2-1	7	142476037	142476934	0.326	5
W48-2-1	7	142479417	142479808	0.553	6
W48-2-1	7	142480266	142486346	0.207	22
W48-2-1	7	142486496	157984240	-0.242	10177
W48-2-1	7	43259	13093217	-0.257	8753
W48-2-1	7	53412894	53412921	-3.421	2
W48-2-1	7	53413325	54280392	-0.236	628
W48-2-1	7	54280591	54380374	0.426	73
W48-2-1	7	54386506	54386518	1.252	6
W48-2-1	7	54393489	56930891	0.316	1663
W48-2-1	7	66432866	66643268	-0.302	81
W48-2-1	7	66644505	66645233	-2.538	2
W48-2-1	7	66647640	80254870	-0.23	7567
W48-2-1	7	80256255	80272338	-0.99	20
W48-2-1	7	80272568	109433778	-0.234	17904
W48-2-1	8	114124833	114124884	-3.059	2
W48-2-1	8	11597046	11597225	-2.341	3
W48-2-1	8	1378411	1380611	-1.715	4
W48-2-1	8	2254639	2258840	-2.553	10
W48-2-1	8	23407741	23407812	-3.637	4
W48-2-1	8	24976676	24979988	0.542	12
W48-2-1	8	39230660	39389030	0.398	65
W48-2-1	9	10509682	10509698	-2.653	2
W48-2-1	9	107363834	107364804	-0.994	15
W48-2-1	9	107364969	107780384	-0.222	403
W48-2-1	9	107781303	107782103	-2.522	2
W48-2-1	9	68186052	68188548	1.101	8
W48-2-1	9	69022957	81541888	-0.2	8079
W48-2-1	9	81546808	81547131	-2.086	2
W48-2-1	10	135328360	135506705	0.226	97
W48-2-1	10	24377675	24377921	1.16	9
W48-2-1	11	4967651	4976908	0.56	46
W48-2-1	12	16420988	16421326	-2.796	2
W48-2-1	12	27647742	27659727	-0.641	34
W48-2-1	12	33323364	33385831	-0.235	32
W48-2-1	12	33386758	33395419	-2.568	7
W48-2-1	13	57758271	57778381	-1.824	34
W48-2-1	14	19802542	20425510	-0.34	167
W48-2-1	14	22325074	22327316	-1.587	5
W48-2-1	14	44667334	44667765	-2.609	4
W48-2-1	15	20586484	20586958	0.82	9
W48-2-1	15	20590028	22284955	0.21	260
W48-2-1	15	22285770	22311812	1.041	7
W48-2-1	15	22317513	22588019	0.33	163
W48-2-1	15	30523121	30887957	-0.88	80
W48-2-1	15	76891242	76895345	0.569	15
W48-2-1	15	76895768	76895776	1.055	7
W48-2-1	18	70364643	70365180	-3.715	2
W48-2-1	19	43300207	43489956	-0.545	89
W48-2-1	20	50093744	50093928	-2.444	2
W48-2-1	20	8661351	8661847	-2.565	2
W48-2-1	22	49487129	49487417	-2.358	5
W48-2-1	23	154779778	154780683	-2.133	10
W48-2-1	23	154783014	154909160	-0.439	66
W48-2-1	23	154910731	155182355	-0.207	36
W48-2-1	23	2703633	35624285	-0.461	22738
W48-2-1	23	35626375	35633786	-2.455	4
W48-2-1	23	35639191	46888245	-0.464	6471
W48-2-1	23	46889056	84143661	-0.419	15758
W48-2-1	23	84143737	154779498	-0.456	41699
W48-2-1	24	20074676	21024614	0.775	452
W48-2-1	24	21025063	23225143	0.585	869
W48-2-1	24	23231536	23231843	2.394	2
W48-2-1	24	23234151	24516976	0.613	515
W48-2-1	24	24516993	27066040	0.746	501
W48-2-1	24	2650439	2930848	0.579	145
W48-2-1	24	27066057	27224322	2.196	4
W48-2-1	24	27232092	28420456	0.71	366
W48-2-1	24	28422460	28799678	0.505	201
W48-2-1	24	2932759	6100873	0.294	1029
W48-2-1	24	6101381	6407691	0.722	130
W48-2-1	24	6408329	6615448	0.298	83
W48-2-1	24	6623615	9436621	0.628	1527
W48-2-1	24	9441524	9441535	2	5
W48-2-1	24	9441872	9633866	0.565	78
W48-2-1	24	9648551	9648740	-1.582	2
W48-2-1	24	9651431	20074171	0.614	3504
W48-2-1	25	195	204	4.343	2
W48-2-1	25	9559	13650	0.609	136
W50-1-1	1	110233038	110234411	-0.791	10
W50-1-1	1	112695674	112697391	-1.81	26
W50-1-1	1	152555707	152586239	-1.462	31
W50-1-1	1	76054764	76054855	-2.72	2
W50-1-1	1	76522680	76523002	-2.146	2
W50-1-1	2	233450919	242718444	-0.246	6119
W50-1-1	2	87361173	87878406	-0.376	177
W50-1-1	2	87885728	87888284	-1.67	4
W50-1-1	2	87894747	88293962	-0.352	40
W50-1-1	2	89570987	90301265	0.228	194
W50-1-1	3	192877963	192882904	-1.484	19
W50-1-1	3	195434182	195455509	-0.693	14
W50-1-1	3	21634204	29345181	-0.321	5834
W50-1-1	3	29764315	35570845	-0.32	3800
W50-1-1	3	36422790	36834257	-0.347	286
W50-1-1	3	37408645	37713137	-0.308	242
W50-1-1	3	68746260	68747414	-1.69	14
W50-1-1	4	10214160	10231499	-1.798	29
W50-1-1	5	140696725	149339132	-0.313	5937
W50-1-1	5	149342518	149983445	-0.257	443
W50-1-1	5	150565454	151321017	-0.292	567
W50-1-1	5	151912559	153132306	-0.273	856
W50-1-1	5	154739746	165133784	-0.331	7040
W50-1-1	5	15533	403193	-0.32	178
W50-1-1	5	168861231	169184704	-0.286	242
W50-1-1	5	169184849	169185111	-1.415	2
W50-1-1	5	169185751	169584169	-0.313	404
W50-1-1	5	169856439	172126557	-0.322	1576
W50-1-1	5	172268926	172689832	-0.305	222
W50-1-1	5	403929	412694	-0.725	14
W50-1-1	5	416546	762465	-0.282	165
W50-1-1	5	46271009	46273503	-1.91	8
W50-1-1	5	57326028	57333534	0.734	32
W50-1-1	6	155493291	155493312	-2.102	2
W50-1-1	6	32454276	32509477	0.931	20
W50-1-1	6	67008811	67048629	-0.66	58
W50-1-1	6	67683808	67683914	-1.603	4
W50-1-1	6	73222064	73222581	-6.088	2
W50-1-1	6	73227796	73228407	-0.987	4
W50-1-1	6	78962293	78962890	-0.844	5
W50-1-1	7	126045483	126046616	-1.273	12
W50-1-1	7	127976	54386506	-0.224	39457
W50-1-1	7	54386510	54386518	-1.934	5
W50-1-1	7	54393489	67517759	-0.208	4596
W50-1-1	7	67518522	69032990	-0.414	1061
W50-1-1	7	69356506	69476492	-0.516	71
W50-1-1	7	69772883	70214366	-0.456	341
W50-1-1	7	70215224	70420439	-0.228	131
W50-1-1	7	70420990	70426142	-2.983	3
W50-1-1	7	70708700	72813300	-0.403	1076
W50-1-1	7	73313497	73741420	-0.361	169
W50-1-1	7	77725567	77731221	0.258	7
W50-1-1	7	84537313	84668144	-0.296	70
W50-1-1	7	92533310	92533686	-2.124	2
W50-1-1	7	97417608	97417611	-1.718	2
W50-1-1	8	95585807	119444858	0.259	14939
W50-1-1	9	11360785	11366607	-1.763	3
W50-1-1	9	11437361	11437634	-1.747	2
W50-1-1	9	11982923	12612529	-0.374	518
W50-1-1	9	12612627	12617398	-1.225	4
W50-1-1	9	17685417	17687432	-1.344	3
W50-1-1	9	19177539	33120325	-0.307	10568
W50-1-1	9	37747	78775	-0.368	12
W50-1-1	9	44855738	68183982	-0.211	213
W50-1-1	9	5084576	5084591	2.525	2
W50-1-1	9	68186052	68188548	0.988	8
W50-1-1	10	129871	362038	0.417	149
W50-1-1	10	18885884	18886412	-0.899	6
W50-1-1	10	19643200	19645239	-0.885	6
W50-1-1	10	19836215	19836838	-1.29	3
W50-1-1	10	20746054	20746200	-2.174	2
W50-1-1	11	105901328	105901689	-1.298	3
W50-1-1	11	114532213	123521441	0.292	6631
W50-1-1	11	123522722	123523108	-1.003	4
W50-1-1	11	123523358	130009581	0.279	4966
W50-1-1	11	130011795	133596122	0.202	2945
W50-1-1	11	133598674	134944770	0.434	1025
W50-1-1	11	4968117	4976893	0.457	44
W50-1-1	11	5789602	5809140	-2.787	31
W50-1-1	11	99827947	99828225	-1.301	4
W50-1-1	12	10843836	10844072	-1.19	3
W50-1-1	12	11511579	11543407	0.451	32
W50-1-1	12	12011766	12011772	-1.936	2
W50-1-1	12	12418624	13452492	-0.332	756
W50-1-1	12	130003490	130003595	-1.364	3
W50-1-1	12	1486636	1486886	-1.442	3
W50-1-1	12	15206165	16560613	-0.43	856
W50-1-1	12	20413206	30100161	-0.214	7100
W50-1-1	12	41710090	41710492	-1.91	2
W50-1-1	12	8182073	8307968	-0.279	80
W50-1-1	12	8495507	8542091	-0.239	21
W50-1-1	12	870970	874030	-0.705	12
W50-1-1	12	8750285	9630557	-0.324	475
W50-1-1	12	9633375	9734971	0.412	30
W50-1-1	12	9735686	9943910	-0.326	184
W50-1-1	13	25029389	25029575	-1.808	7
W50-1-1	14	20143510	20425510	-0.37	149
W50-1-1	14	25759914	25760150	-2.425	2
W50-1-1	14	40613923	40616920	-2.268	2
W50-1-1	14	74006852	74020980	-1.706	7
W50-1-1	15	20609620	22356238	-0.361	269
W50-1-1	15	26640920	26641128	-1.53	3
W50-1-1	15	34731166	34810089	-0.511	60
W50-1-1	15	34929928	34977813	-0.702	58
W50-1-1	15	76891512	76895776	-2.034	21
W50-1-1	16	85092397	85092748	-1.549	5
W50-1-1	16	89875697	89875710	-1.781	2
W50-1-1	17	36669432	36669465	-2.506	2
W50-1-1	17	39423015	39430451	-0.896	23
W50-1-1	17	41275668	41281568	-0.805	8
